,Mean Price,Median Price,Normalised Median House Price,Normalised Mean House Price,Greena No Outlier
0,443428.571,460000,0.1541503363652545,0.1783455289594444,0.0
1,163250.0,163250,0.02879173160098855,0.031129852412253505,0.0
2,431016.667,416000,0.14859695316983515,0.1565174252759519,0.0
3,991750.0,880500,0.39948247956398797,0.3869527471164579,0.4701468742087292
4,469630.435,495500,0.16587367802389638,0.19595683988589854,0.0
5,360812.5,401250,0.11718592700767543,0.14920004960932656,0.0
6,1496727.273,1582500,0.6254214089939044,0.73521021952127,0.44483403618999795
7,290000.0,290000,0.08550271808778417,0.0940096738186779,0.0
8,2127833.333,2075000,0.9077933793323252,0.9795361527967258,0.35483989496913515
9,655175.0,632500,0.24889076140388353,0.2639216172640456,0.8556260189028374
10,126300.0,135500,0.01225941640819093,0.017363264293687213,0.0
11,245142.857,234500,0.06543255768928903,0.06647649758154534,0.0
12,256666.667,235500,0.07058858635348154,0.06697259084707925,0.0
13,583812.5,530250,0.21696146930791546,0.21319608086320227,0.0
14,219000.0,221500,0.05373561717604856,0.06002728512960437,0.0
15,1082357.143,1135000,0.4400222859725099,0.5132084831948406,0.4300851171870485
16,312764.706,310000,0.09568819291493902,0.10393153912935632,0.0
17,195833.333,205000,0.0433702953679137,0.05184174624829468,0.0
18,1512500.0,1477750,0.6324785049130911,0.6832444499565918,0.24376377548811395
19,212750.0,212750,0.05093921744790282,0.05568646905618256,0.0
20,407125.0,421500,0.13790724899323537,0.15924593823638844,0.0
21,368557.69200000004,368750,0.12065131145619329,0.13307701847947415,0.0
22,658142.8570000001,629000,0.25021865172515967,0.2621852908346769,0.511644596216789
23,588964.286,552500,0.21926650178309384,0.224234156021332,0.0
24,315833.333,279250,0.09706117014831192,0.08867667121418826,0.0
25,487750.0,521250,0.17398080548631542,0.208731241473397,0.0
26,103250.0,100500,0.0019462942107894357,0.0,0.0
27,838607.1429999999,850750,0.330962696574826,0.3721939724668238,0.4170623107159527
28,235833.333,269000,0.06126725362804644,0.08359171524246559,0.0
29,559468.75,533500,0.20606949236678782,0.2148083839761875,0.9646520199528619
30,357333.333,335500,0.11562926434319963,0.11658191740047129,0.0
31,922638.8890000001,890250,0.368560512842028,0.39178965645541364,0.8725036264746369
32,782708.333,763500,0.3059522298407988,0.3289098350489892,0.7410501378450286
33,262166.667,250000,0.07304941811424981,0.0741659431973211,0.0
34,157125.0,161750,0.026051259867405724,0.030385712513952622,0.0
35,644136.364,695000,0.24395181121036355,0.2949274463599157,0.0
36,1175277.778,1121000,0.48159720412501067,0.5062631774773657,1.0
37,368250.0,365750,0.12051364268416885,0.13158873868287238,0.0
38,866875.0,885000,0.3436104129956361,0.38918516681136056,0.1519163538863507
39,810300.0,819250,0.31829740265646084,0.3565670346025053,0.4953033672076483
40,1674928.571,1375000,0.7051529387990914,0.6322708669229815,0.3012540430507197
41,269357.143,239000,0.07626660933531194,0.06870891727644797,0.0
42,448333.333,442500,0.15634484438500162,0.16966389681260077,0.37774484430613575
43,306500.0,262500,0.09288521337008894,0.0803671090164951,0.0
44,1093800.0,1100000,0.44514209432515167,0.4958452189011534,0.5127193324328935
45,1080366.6670000001,1088500,0.43913169932526513,0.49014014634751335,0.25189877483506634
46,466250.0,477500,0.16436119042149408,0.18702716110628798,0.0
47,856964.286,849250,0.33917612212598325,0.3714498325685229,0.22703306806515539
48,490333.333,505000,0.175136650558141,0.2006697259084708,0.0
49,389500.0,382000,0.13002140175986437,0.1396502542477986,0.0
50,386666.667,380500,0.12875370069891295,0.1389061143494977,0.0
51,224666.667,189000,0.05627101974537534,0.04390425399975195,0.0
52,1792625.0,1776250,0.7578131407285832,0.8313282897184671,0.24286740603510198
53,231000.0,231000,0.05910470465408838,0.0647401711521766,0.0
54,888750.0,888750,0.35339781204414616,0.3910455165571127,0.0
55,343208.333,328750,0.10930940095759026,0.11323328785811733,0.0
56,183625.0,186750,0.03790799471474367,0.042788044152300635,0.0
57,2333916.667,2116250,1.0,1.0,0.11542123792734288
58,345125.0,339500,0.11016696369002961,0.11856629046260697,0.0
59,957142.8570000001,905000,0.3839984147196519,0.39910703212203896,0.0
60,186200.0,225000,0.03906011140273971,0.061763611558973086,0.0
61,285333.333,251500,0.0834147394749607,0.07491008309562197,0.0
62,345750.0,345750,0.11044660366284419,0.12166687337219398,0.0
63,343333.333,360000,0.10936532895215317,0.12873620240605232,0.0
64,267392.857,252500,0.07538774072148788,0.0754061763611559,0.0
65,171250.0,171250,0.0323711232530151,0.03509859853652487,0.0
66,1203562.5,1159500,0.49425246635084713,0.5253627682004217,0.29296415711115664
67,389500.0,395000,0.13002140175986437,0.14609946669973956,0.0
68,583350.0,565000,0.2167545357280327,0.23043532184050602,0.6144931179965589
69,1370272.727,1352500,0.5688426157047535,0.6211087684484683,0.21497054557887457
70,98900.0,114500,0.0,0.006945305717474886,0.0
