,lga_id,lga_name,postal_town,postal_postcode,address_postcode
1035,735,Yarra (C),RICHMOND,3121,3121
1036,735,Yarra (C),RICHMOND,3121,3121
1037,581,Northern Grampians (S),STAWELL,3380,3380
1038,319,Horsham (RC),HORSHAM,3402,3400
1039,183,Corangamite (S),COBDEN,3266,3266
1040,673,Warrnambool (C),WARRNAMBOOL,3280,3280
1041,433,Maribyrnong (C),KINGSVILLE,3012,3013
1042,275,Greater Geelong (C),DRYSDALE,3222,3222
1043,367,Knox (C),ROWVILLE,3178,3178
1044,241,Glenelg (S),PORTLAND,3305,3305
1045,626,Southern Grampians (S),HAMILTON,3300,3300
1046,707,Whittlesea (C),LALOR,3075,3075
1047,698,Whitehorse (C),BLACKBURN SOUTH,3130,3130
1048,707,Whittlesea (C),EPPING,3076,3076
1049,311,Hobsons Bay (C),ALTONA MEADOWS,3028,3028
1050,111,Boroondara (C),BALWYN NORTH,3104,3104
1051,83,Baw Baw (S),WARRAGUL,3820,3820
1052,311,Hobsons Bay (C),Laverton,3028,3028
1053,763,Yarriambiack (S),WARRACKNABEAL,3393,3393
1054,161,Casey (C),HAMPTON PARK,3976,3976
1055,161,Casey (C),NARRE WARREN,3805,3805
1056,161,Casey (C),ENDEAVOUR HILLS,3802,3802
1057,367,Knox (C),ROWVILLE,3178,3178
1058,118,Brimbank (C),DELAHEY,3037,3037
1059,262,Greater Bendigo (C),KANGAROO FLAT,3555,3555
1060,137,Campaspe (S),ECHUCA,3564,3564
1061,343,Kingston (C),ASPENDALE GARDENS,3195,3195
1062,161,Casey (C),Berwick,3806,3806
1063,161,Casey (C),BERWICK,3806,3806
1064,367,Knox (C),FERNTREE GULLY,3156,3156
1065,726,Wyndham (C),WERRIBEE,3030,3029
1066,217,Frankston (C),CARRUM DOWNS,3201,3201
1067,726,Wyndham (C),HOPPERS CROSSING DC,3029,3029
1068,217,Frankston (C),LANGWARRIN,3910,3910
1069,707,Whittlesea (C),MILL PARK,3082,3082
1070,118,Brimbank (C),KEILOR DOWNS,3038,3038
1071,311,Hobsons Bay (C),SEABROOK,3028,3028
1072,327,Hume (C),CRAIGIEBURN,3064,3064
1073,726,Wyndham (C),WERRIBEE,3030,3030
1074,367,Knox (C),ROWVILLE,3178,3178
1075,478,Mildura (RC),MILDURA,3502,3500
1076,161,Casey (C),HAMPTON PARK,3976,3976
1077,327,Hume (C),SUNBURY,3429,3429
1078,275,Greater Geelong (C),OCEAN GROVE,3226,3226
1079,161,Casey (C),NARRE WARREN,3805,3805
1080,726,Wyndham (C),Werribee,3030,3030
1081,643,Strathbogie (S),VIOLET TOWN,3669,3669
1082,275,Greater Geelong (C),BELMONT,3216,3216
1083,515,Moorabool (S),Bacchus Marsh,3340,3340
1084,145,Cardinia (S),PAKENHAM,3810,3810
1085,161,Casey (C),CRANBOURNE NORTH,3977,3977
1086,534,Mornington Peninsula (S),SOMERVILLE,3912,3912
1087,183,Corangamite (S),DERRINALLUM,3325,3325
1088,549,Moyne (S),MORTLAKE,3272,3272
1089,626,Southern Grampians (S),BRANXHOLME,3302,3302
1090,275,Greater Geelong (C),MOUNT DUNEED,3217,3217
1091,549,Moyne (S),GRASMERE,3281,3281
1092,241,Glenelg (S),NARRAWONG,3285,3285
1093,57,Ballarat (C),BALLARAT MAIL CENTRE,3354,3350
1094,57,Ballarat (C),BALLARAT,3354,3350
1095,763,Yarriambiack (S),TEMPY,3489,3489
1096,83,Baw Baw (S),RAWSON,3825,3825
1097,681,Wellington (S),Bundalaguah,3851,3851
1098,83,Baw Baw (S),LARDNER,3821,3821
1099,83,Baw Baw (S),NAYOOK,3832,3832
1100,681,Wellington (S),NAMBROK,3847,3847
1101,617,South Gippsland (S),WELSHPOOL,3966,3966
1102,670,Wangaratta (RC),WHITFIELD,3733,3733
1103,670,Wangaratta (RC),GRETA SOUTH,3675,3675
1104,670,Wangaratta (RC),Everton,3678,3678
1105,490,Moira (S),WAAIA,3637,3637
1106,478,Mildura (RC),NANGILOC,3494,3494
1107,127,Buloke (S),SEA LAKE,3533,3533
1108,543,Mount Alexander (S),HARCOURT,3453,3453
1109,661,Swan Hill (RC),BEVERFORD,3590,3590
1110,506,Moonee Valley (C),NIDDRIE,3042,3042
1111,465,Melton (C),TOOLERN VALE,3337,3337
1112,497,Monash (C),ASHWOOD,3147,3147
1113,217,Frankston (C),SEAFORD,3198,3198
1114,698,Whitehorse (C),BOX HILL SOUTH,3128,3128
1115,617,South Gippsland (S),MEENIYAN,3956,3956
1116,145,Cardinia (S),BAYLES,3981,3981
1117,343,Kingston (C),CHELTENHAM,3192,3192
1118,74,Bass Coast (S),DALYSTON,3992,3992
1119,497,Monash (C),GLEN WAVERLEY,3150,3150
1120,367,Knox (C),KNOXFIELD,3180,3180
1121,497,Monash (C),WAVERLEY GARDENS,3170,3170
1122,497,Monash (C),OAKLEIGH EAST,3166,3166
1123,367,Knox (C),Boronia,3155,3155
1124,497,Monash (C),MOUNT WAVERLEY,3149,3149
1125,698,Whitehorse (C),MITCHAM,3132,3132
1126,689,West Wimmera (S),EDENHOPE,3318,3318
1127,478,Mildura (RC),MURRAYVILLE,3512,3512
1128,549,Moyne (S),HAWKESDALE,3287,3287
1129,267,Greater Dandenong (C),NOBLE PARK,3174,3174
1130,497,Monash (C),GLEN WAVERLEY,3150,3150
1131,66,Banyule (C),YALLAMBIE,3085,3085
1132,661,Swan Hill (RC),WOORINEN SOUTH,3588,3588
1133,249,Golden Plains (S),SMYTHESDALE,3351,3351
1134,745,Yarra Ranges (S),WARBURTON,3799,3799
1135,681,Wellington (S),GORMANDALE,3873,3873
1136,327,Hume (C),SOMERTON,3062,3064
1137,275,Greater Geelong (C),NEWCOMB,3219,3219
1138,433,Maribyrnong (C),WEST FOOTSCRAY,3012,3019
1139,525,Moreland (C),GLENROY,3046,3046
1140,421,Manningham (C),DONCASTER EAST,3109,3109
1141,661,Swan Hill (RC),NYAH WEST,3595,3595
1142,161,Casey (C),NARRE WARREN SOUTH,3805,3805
1143,161,Casey (C),CRANBOURNE EAST,3977,3977
1144,441,Maroondah (C),Heathmont,3135,3135
1145,161,Casey (C),BERWICK,3806,3806
1146,465,Melton (C),HILLSIDE,3037,3037
1147,161,Casey (C),NARRE WARREN SOUTH,3805,3805
1148,327,Hume (C),ROXBURGH PARK,3064,3064
1149,726,Wyndham (C),Point Cook,3030,3030
1150,534,Mornington Peninsula (S),MORNINGTON,3931,3931
1151,231,Glen Eira (C),CAULFIELD SOUTH,3162,3162
1152,211,East Gippsland (S),BAIRNSDALE,3875,3875
1153,327,Hume (C),ROXBURGH PARK,3064,3064
1154,161,Casey (C),LYNBROOK,3975,3975
1155,617,South Gippsland (S),LEONGATHA,3953,3953
1156,707,Whittlesea (C),Doreen,3754,3754
1157,726,Wyndham (C),Tarneit,3029,3029
1158,465,Melton (C),Caroline Springs,3023,3023
1159,707,Whittlesea (C),Epping,3076,3076
1160,726,Wyndham (C),Truganina,3029,3029
1161,161,Casey (C),Narre Warren South,3805,3806
1162,145,Cardinia (S),Officer,3809,3810
1163,145,Cardinia (S),Pakenham,3810,3810
1164,465,Melton (C),Caroline Springs,3023,3037
1165,161,Casey (C),Cranbourne,3977,3977
1166,698,Whitehorse (C),Blackburn South,3130,3130
1167,118,Brimbank (C),Deer Park,3023,3030
1168,707,Whittlesea (C),Epping,3076,3076
1169,137,Campaspe (S),Echuca,3564,3564
1170,161,Casey (C),Cranbourne East,3977,3977
1171,57,Ballarat (C),Wendouree,3355,3355
1172,161,Casey (C),Lyndhurst,3975,3975
1173,327,Hume (C),Craigieburn,3064,3064
1174,189,Darebin (C),Reservoir,3073,3073
1175,327,Hume (C),Broadmeadows,3047,3047
1176,707,Whittlesea (C),Mernda,3754,3754
1177,118,Brimbank (C),Sunshine,3020,3020
1178,726,Wyndham (C),POINT COOK,3030,3030
1179,698,Whitehorse (C),Blackburn North,3130,3130
1180,262,Greater Bendigo (C),Golden Square,3555,3555
1181,707,Whittlesea (C),Lalor,3075,3075
1182,267,Greater Dandenong (C),Keysborough,3173,3173
1183,267,Greater Dandenong (C),Springvale South,3172,3172
1184,267,Greater Dandenong (C),Dandenong North,3175,3175
1185,267,Greater Dandenong (C),SPRINGVALE SOUTH,3172,3172
1186,267,Greater Dandenong (C),Springvale,3171,3171
1187,267,Greater Dandenong (C),Springvale,3171,3171
1188,118,Brimbank (C),Keilor Downs,3038,3038
1189,726,Wyndham (C),Werribee,3030,3030
1190,262,Greater Bendigo (C),Nth Bendigo,3550,3550
1191,525,Moreland (C),Glenroy,3046,3046
1192,189,Darebin (C),Reservoir,3073,3073
1193,327,Hume (C),Craigieburn,3064,3064
1194,327,Hume (C),Dallas,3047,3047
1195,211,East Gippsland (S),Goongerah,3888,3888
1196,319,Horsham (RC),Horsham,3402,3400
1197,726,Wyndham (C),Wyndham Vale,3024,3024
1198,145,Cardinia (S),Officer,3809,3809
1199,707,Whittlesea (C),Epping,3076,3076
1200,707,Whittlesea (C),Doreen,3754,3754
1201,161,Casey (C),Narre Warren South,3805,3977
1202,327,Hume (C),Dallas,3047,3048
1203,327,Hume (C),Jacana,3047,3047
1204,649,Surf Coast (S),Torquay,3228,3228
1205,465,Melton (C),Melton West,3337,3337
1206,161,Casey (C),Clyde North,3978,3978
1207,590,Port Phillip (C),Southbank,3006,3006
1208,161,Casey (C),Cranbourne West,3977,3977
1209,145,Cardinia (S),Officer,3809,3810
1210,145,Cardinia (S),Officer,3809,3809
1211,275,Greater Geelong (C),Armstrong Creek,3217,3217
1212,275,Greater Geelong (C),Geelong West,3218,3215
1213,649,Surf Coast (S),Aireys Inlet,3231,3231
1214,381,Latrobe (C),Morwell,3840,3840
1215,175,Colac-Otway (S),COLAC,3249,3249
1216,175,Colac-Otway (S),APOLLO BAY,3233,3233
1217,681,Wellington (S),BOISDALE,3860,3860
1218,490,Moira (S),COBRAM,3644,3644
1219,225,Gannawarra (S),COHUNA,3568,3568
1220,735,Yarra (C),ABBOTSFORD,3067,3066
1221,626,Southern Grampians (S),DUNKELD,3294,3294
1222,394,Loddon (S),DINGEE,3571,3571
1223,617,South Gippsland (S),FOSTER,3960,3960
1224,689,West Wimmera (S),GOROKE,3412,3412
1225,241,Glenelg (S),HEYWOOD,3304,3304
1226,335,Indigo (S),TANGAMBALANGA,3691,3691
1227,175,Colac-Otway (S),LAVERS HILL,3238,3238
1228,137,Campaspe (S),LOCKINGTON,3563,3563
1229,661,Swan Hill (RC),MANANGATANG,3546,3546
1230,183,Corangamite (S),TERANG,3264,3264
1231,241,Glenelg (S),MERINO,3310,3310
1232,137,Campaspe (S),RUSHWORTH,3612,3612
1233,66,Banyule (C),MACLEOD,3085,3085
1234,145,Cardinia (S),PAKENHAM,3810,3810
1235,617,South Gippsland (S),POOWONG,3988,3988
1236,549,Moyne (S),PORT FAIRY,3284,3284
1237,534,Mornington Peninsula (S),RED HILL,3937,3937
1238,745,Yarra Ranges (S),SASSAFRAS,3787,3787
1239,137,Campaspe (S),TONGALA,3621,3621
1240,478,Mildura (RC),WERRIMULL,3496,3496
1241,183,Corangamite (S),CAMPERDOWN,3260,3260
1242,183,Corangamite (S),TIMBOON,3268,3268
1243,189,Darebin (C),THORNBURY,3071,3071
1244,394,Loddon (S),WEDDERBURN,3518,3518
1245,189,Darebin (C),THORNBURY,3071,3071
1246,343,Kingston (C),MOORABBIN,3189,3189
1247,497,Monash (C),Clayton,3168,3168
1248,217,Frankston (C),FRANKSTON SOUTH,3199,3199
1249,698,Whitehorse (C),MONT ALBERT NORTH,3129,3129
1250,707,Whittlesea (C),Mernda,3754,3754
1251,183,Corangamite (S),COBDEN,3266,3266
1252,161,Casey (C),CRANBOURNE,3977,3977
1253,291,Hepburn (S),DAYLESFORD,3460,3460
1254,534,Mornington Peninsula (S),DROMANA,3936,3936
1255,275,Greater Geelong (C),GROVEDALE,3216,3216
1256,478,Mildura (RC),IRYMPLE,3498,3498
1257,262,Greater Bendigo (C),KANGAROO FLAT,3555,3555
1258,707,Whittlesea (C),EPPING,3076,3075
1259,745,Yarra Ranges (S),Lilydale,3140,3140
1260,465,Melton (C),MELTON SOUTH,3338,3338
1261,478,Mildura (RC),MILDURA,3502,3500
1262,231,Glen Eira (C),BENTLEIGH EAST,3165,3165
1263,57,Ballarat (C),BALLARAT,3350,3353
1264,506,Moonee Valley (C),NIDDRIE,3042,3042
1265,189,Darebin (C),NORTHLAND,3072,3072
1266,283,Greater Shepparton (C),SHEPPARTON,3632,3630
1267,111,Boroondara (C),HAWTHORN,3122,3122
1268,460,Melbourne (C),SOUTHBANK,3006,3006
1269,673,Warrnambool (C),Warrnambool,3280,3280
1270,726,Wyndham (C),WERRIBEE,3030,3030
1271,262,Greater Bendigo (C),BENDIGO,3552,3550
1272,707,Whittlesea (C),WHITTLESEA,3757,3757
1273,562,Murrindindi (S),ALEXANDRA,3714,3714
1274,111,Boroondara (C),Hawthorn East,3123,3123
1275,57,Ballarat (C),BALLARAT,3350,3350
1276,111,Boroondara (C),BALWYN NORTH,3104,3104
1277,367,Knox (C),BAYSWATER,3153,3153
1278,599,Pyrenees (S),Beaufort,3373,3373
1279,91,Bayside (C),Beaumaris,3193,3193
1280,335,Indigo (S),Beechworth,3747,3747
1281,275,Greater Geelong (C),BELMONT,3216,3216
1282,262,Greater Bendigo (C),BENDIGO,3552,3550
1283,161,Casey (C),BERWICK,3806,3806
1284,698,Whitehorse (C),BLACKBURN,3130,3130
1285,11,Alpine (S),BOGONG,3699,3699
1286,698,Whitehorse (C),BOX HILL,3128,3128
1287,433,Maribyrnong (C),BRAYBROOK,3019,3019
1288,497,Monash (C),GLEN WAVERLEY,3150,3150
1289,91,Bayside (C),BRIGHTON EAST,3187,3187
1290,485,Mitchell (S),BROADFORD,3658,3658
1291,506,Moonee Valley (C),ESSENDON,3040,3040
1292,111,Boroondara (C),CANTERBURY,3126,3126
1293,111,Boroondara (C),CANTERBURY,3126,3126
1294,241,Glenelg (S),CASTERTON,3311,3311
1295,343,Kingston (C),MOORABBIN,3189,3192
1296,490,Moira (S),COBRAM,3644,3644
1297,225,Gannawarra (S),COHUNA,3568,3568
1298,161,Casey (C),CRANBOURNE,3977,3977
1299,441,Maroondah (C),Croydon,3136,3136
1300,506,Moonee Valley (C),FLEMINGTON,3031,3031
1301,298,Hindmarsh (S),DIMBOOLA,3414,3414
1302,421,Manningham (C),DONCASTER EAST,3109,3109
1303,127,Buloke (S),DONALD,3480,3480
1304,421,Manningham (C),DONCASTER,3108,3108
1305,83,Baw Baw (S),DROUIN,3818,3818
1306,262,Greater Bendigo (C),EAGLEHAWK,3556,3556
1307,571,Nillumbik (S),ELTHAM,3095,3095
1308,590,Port Phillip (C),ELWOOD,3184,3184
1309,707,Whittlesea (C),EPPING,3076,3076
1310,643,Strathbogie (S),EUROA,3666,3666
1311,367,Knox (C),FERNTREE GULLY,3156,3180
1312,262,Greater Bendigo (C),Strathdale,3550,3550
1313,433,Maribyrnong (C),FOOTSCRAY,3011,3011
1314,617,South Gippsland (S),FOSTER,3960,3960
1315,217,Frankston (C),FRANKSTON,3199,3199
1316,275,Greater Geelong (C),EAST GEELONG,3219,3219
1317,275,Greater Geelong (C),NORTH GEELONG,3215,3215
1318,413,Macedon Ranges (S),GISBORNE,3437,3437
1319,327,Hume (C),GLADSTONE PARK,3043,3043
1320,66,Banyule (C),BUNDOORA,3083,3083
1321,534,Mornington Peninsula (S),HASTINGS,3915,3915
1322,745,Yarra Ranges (S),HEALESVILLE,3777,3777
1323,241,Glenelg (S),HEYWOOD,3304,3304
1324,497,Monash (C),GLEN WAVERLEY,3150,3150
1325,225,Gannawarra (S),KERANG,3579,3579
1326,506,Moonee Valley (C),FLEMINGTON,3031,3031
1327,111,Boroondara (C),KEW EAST,3102,3102
1328,698,Whitehorse (C),GREYTHORN,3104,3129
1329,145,Cardinia (S),KOO WEE RUP,3981,3981
1330,617,South Gippsland (S),KORUMBURRA,3950,3950
1331,137,Campaspe (S),KYABRAM,3619,3620
1332,413,Macedon Ranges (S),KYNETON,3444,3444
1333,707,Whittlesea (C),LALOR,3075,3075
1334,707,Whittlesea (C),EPPING,3076,3076
1335,745,Yarra Ranges (S),LILYDALE,3140,3140
1336,649,Surf Coast (S),Lorne P-12 College,3232,3232
1337,267,Greater Dandenong (C),DANDENONG NORTH,3175,3175
1338,735,Yarra (C),RICHMOND,3121,3121
1339,681,Wellington (S),MAFFRA,3860,3860
1340,425,Mansfield (S),MANSFIELD,3724,3722
1341,433,Maribyrnong (C),MARIBYRNONG,3032,3032
1342,275,Greater Geelong (C),GEELONG,3220,3220
1343,635,Stonnington (C),SOUTH YARRA,3141,3141
1344,465,Melton (C),MELTON,3337,3337
1345,343,Kingston (C),MENTONE,3194,3194
1346,478,Mildura (RC),MILDURA,3502,3500
1347,617,South Gippsland (S),MIRBOO NORTH,3871,3871
1348,745,Yarra Ranges (S),MONBULK,3793,3793
1349,66,Banyule (C),MONTMORENCY,3094,3094
1350,745,Yarra Ranges (S),MOOROOLBARK,3138,3138
1351,283,Greater Shepparton (C),MOOROOPNA,3629,3629
1352,343,Kingston (C),MORDIALLOC,3195,3195
1353,11,Alpine (S),MOUNT BEAUTY,3699,3699
1354,534,Mornington Peninsula (S),MOUNT ELIZA,3930,3930
1355,497,Monash (C),MOUNT WAVERLEY,3149,3149
1356,231,Glen Eira (C),MCKINNON,3204,3204
1357,590,Port Phillip (C),MELBOURNE,3004,3004
1358,490,Moira (S),NATHALIA,3638,3638
1359,83,Baw Baw (S),NEERIM SOUTH,3831,3831
1360,275,Greater Geelong (C),NEWCOMB,3219,3219
1361,189,Darebin (C),NORTHCOTE,3070,3070
1362,441,Maroondah (C),RINGWOOD,3134,3134
1363,490,Moira (S),NUMURKAH,3636,3636
1364,275,Greater Geelong (C),BELMONT,3216,3216
1365,211,East Gippsland (S),ORBOST,3888,3888
1366,478,Mildura (RC),OUYEN,3490,3490
1367,145,Cardinia (S),PAKENHAM,3810,3810
1368,343,Kingston (C),MORDIALLOC,3195,3195
1369,525,Moreland (C),PASCOE VALE,3044,3044
1370,735,Yarra (C),PRINCES HILL,3054,3054
1371,275,Greater Geelong (C),DRYSDALE,3222,3222
1372,298,Hindmarsh (S),Rainbow,3424,3424
1373,478,Mildura (RC),RED CLIFFS,3496,3496
1374,441,Maroondah (C),RINGWOOD,3134,3134
1375,735,Yarra (C),Richmond,3121,3121
1376,661,Swan Hill (RC),ROBINVALE,3549,3549
1377,137,Campaspe (S),ROCHESTER,3561,3561
1378,534,Mornington Peninsula (S),ROSEBUD,3939,3939
1379,562,Murrindindi (S),THORNTON,3712,3712
1380,335,Indigo (S),RUTHERGLEN,3685,3685
1381,367,Knox (C),SCORESBY,3179,3179
1382,283,Greater Shepparton (C),SHEPPARTON,3632,3630
1383,118,Brimbank (C),ST ALBANS,3021,3021
1384,581,Northern Grampians (S),ST ARNAUD,3478,3478
1385,231,Glen Eira (C),CAULFIELD NORTH,3161,3161
1386,506,Moonee Valley (C),STRATHMORE,3041,3041
1387,327,Hume (C),Sunbury,3429,3429
1388,525,Moreland (C),BRUNSWICK,3056,3056
1389,667,Towong (S),TALLANGATTA,3700,3700
1390,707,Whittlesea (C),THOMASTOWN,3074,3074
1391,83,Baw Baw (S),TRAFALGAR,3824,3824
1392,460,Melbourne (C),PARKVILLE,3052,3052
1393,327,Hume (C),Somerton BC Somerton,3062,3064
1394,745,Yarra Ranges (S),Yarra Junction,3797,3797
1395,745,Yarra Ranges (S),UPWEY,3158,3158
1396,698,Whitehorse (C),Vermont,3133,3133
1397,161,Casey (C),BERWICK,3806,3806
1398,283,Greater Shepparton (C),SHEPPARTON,3632,3630
1399,217,Frankston (C),CARRUM DOWNS,3201,3201
1400,670,Wangaratta (RC),WANGARATTA,3676,3677
1401,367,Knox (C),WANTIRNA,3152,3152
1402,763,Yarriambiack (S),WARRACKNABEAL,3393,3393
1403,421,Manningham (C),Warrandyte,3113,3113
1404,497,Monash (C),MULGRAVE NORTH,3170,3170
1405,726,Wyndham (C),WERRIBEE,3030,3030
1406,211,East Gippsland (S),BAIRNSDALE,3875,3875
1407,343,Kingston (C),CLAYTON SOUTH,3169,3169
1408,497,Monash (C),WHEELERS HILL,3150,3150
1409,311,Hobsons Bay (C),WILLIAMSTOWN,3016,3016
1410,717,Wodonga (C),WODONGA,3690,3690
1411,681,Wellington (S),YARRAM,3971,3971
1412,562,Murrindindi (S),YEA,3717,3717
1413,231,Glen Eira (C),CAULFIELD EAST,3145,3145
1414,327,Hume (C),CRAIGIEBURN,3064,3064
1415,145,Cardinia (S),EMERALD,3782,3782
1416,189,Darebin (C),RESERVOIR,3073,3073
1417,161,Casey (C),HAMPTON PARK,3976,3976
1418,726,Wyndham (C),HOPPERS CROSSING,3029,3029
1419,118,Brimbank (C),Taylors Lakes,3038,3038
1420,381,Latrobe (C),Morwell BC,3841,3840
1421,465,Melton (C),MELTON,3337,3337
1422,211,East Gippsland (S),LAKES ENTRANCE,3909,3909
1423,217,Frankston (C),LANGWARRIN,3910,3910
1424,327,Hume (C),SUNBURY,3429,3429
1425,698,Whitehorse (C),BURWOOD EAST,3151,3151
1426,217,Frankston (C),SEAFORD,3198,3198
1427,66,Banyule (C),ELTHAM NORTH,3095,3095
1428,581,Northern Grampians (S),STAWELL,3380,3380
1429,367,Knox (C),ROWVILLE,3178,3178
1430,74,Bass Coast (S),WONTHAGGI,3995,3995
1431,91,Bayside (C),SANDRINGHAM,3191,3191
1432,735,Yarra (C),FITZROY NORTH,3068,3068
1433,497,Monash (C),ASHWOOD,3147,3147
1434,698,Whitehorse (C),MITCHAM,3132,3132
1435,617,South Gippsland (S),LEONGATHA,3953,3953
1436,571,Nillumbik (S),DIAMOND CREEK,3089,3089
1437,698,Whitehorse (C),BURWOOD EAST,3151,3151
1438,735,Yarra (C),COLLINGWOOD,3066,3066
1439,267,Greater Dandenong (C),NOBLE PARK,3174,3174
1440,66,Banyule (C),GREENSBOROUGH,3088,3088
1441,26,Ararat (RC),ARARAT,3377,3377
1442,707,Whittlesea (C),MILL PARK,3082,3082
1443,515,Moorabool (S),BACCHUS MARSH,3340,3340
1444,726,Wyndham (C),WERRIBEE,3030,3029
1445,465,Melton (C),Fraser Rise,3336,3336
1446,118,Brimbank (C),TAYLORS LAKES,3038,3038
1447,118,Brimbank (C),SUNSHINE,3020,3020
1448,485,Mitchell (S),Wallan,3756,3756
1449,189,Darebin (C),Thornbury,3071,3071
1450,241,Glenelg (S),PORTLAND,3305,3305
1451,118,Brimbank (C),DELAHEY,3037,3037
1452,311,Hobsons Bay (C),ALTONA NORTH,3025,3016
1453,497,Monash (C),OAKLEIGH SOUTH,3167,3167
1454,661,Swan Hill (RC),SWAN HILL,3585,3585
1455,381,Latrobe (C),TRARALGON,3844,3844
1456,534,Mornington Peninsula (S),MORNINGTON,3931,3931
1457,506,Moonee Valley (C),NIDDRIE,3042,3033
1458,525,Moreland (C),BRUNSWICK,3056,3056
1459,497,Monash (C),Glen Waverley,3150,3150
1460,217,Frankston (C),FRANKSTON NORTH,3200,3200
1461,673,Warrnambool (C),Warrnambool,3280,3280
1462,66,Banyule (C),ROSANNA,3084,3084
1463,267,Greater Dandenong (C),NOBLE PARK,3174,3174
1464,626,Southern Grampians (S),HAMILTON,3300,3300
1465,745,Yarra Ranges (S),MOOROOLBARK,3138,3138
1466,441,Maroondah (C),HEATHMONT,3135,3135
1467,319,Horsham (RC),HORSHAM,3402,3402
1468,735,Yarra (C),RICHMOND,3121,3121
1469,275,Greater Geelong (C),GEELONG,3220,3215
1470,381,Latrobe (C),MOE,3825,3825
1471,421,Manningham (C),TEMPLESTOWE LOWER,3107,3107
1472,543,Mount Alexander (S),CASTLEMAINE,3450,3450
1473,83,Baw Baw (S),WARRAGUL,3820,3820
1474,57,Ballarat (C),BALLARAT MAIL CENTRE,3354,3355
1475,127,Buloke (S),CHARLTON,3525,3525
1476,127,Buloke (S),WYCHEPROOF,3527,3527
1477,127,Buloke (S),BIRCHIP,3483,3483
1478,298,Hindmarsh (S),NHILL,3418,3418
1479,681,Wellington (S),SALE,3850,3850
1480,217,Frankston (C),FRANKSTON,3199,3199
1481,433,Maribyrnong (C),FOOTSCRAY,3011,3011
1482,11,Alpine (S),DINNER PLAIN,3898,3898
1483,433,Maribyrnong (C),ROBINSON,3019,3019
1484,161,Casey (C),NARRE WARREN SOUTH,3805,3805
1485,275,Greater Geelong (C),LARA,3212,3212
1486,689,West Wimmera (S),KANIVA,3419,3419
1487,667,Towong (S),CORRYONG,3707,3707
1488,167,Central Goldfields (S),Maryborough,3465,3465
1489,707,Whittlesea (C),South Morang,3752,3752
1490,726,Wyndham (C),Point Cook,3030,3030
1491,726,Wyndham (C),Werribee,3030,3024
1492,525,Moreland (C),Coburg,3058,3058
1493,717,Wodonga (C),Wodonga,3689,3690
1494,327,Hume (C),Craigieburn,3064,3064
1495,726,Wyndham (C),Tarneit,3029,3029
1496,137,Campaspe (S),ECHUCA,3564,3564
1497,497,Monash (C),Monash University,3800,3800
1498,311,Hobsons Bay (C),Altona,3018,3018
1499,267,Greater Dandenong (C),DANDENONG,3175,3175
1500,74,Bass Coast (S),Wonthaggi,3995,3995
1501,311,Hobsons Bay (C),Laverton,3028,3028
1502,327,Hume (C),DALLAS,3047,3047
1503,175,Colac-Otway (S),Colac,3250,3250
1504,161,Casey (C),NARRE WARREN,3805,3806
1505,726,Wyndham (C),Werribee,3030,3030
1506,267,Greater Dandenong (C),Springvale South,3172,3172
1507,161,Casey (C),Hallam,3803,3803
1508,161,Casey (C),Endeavour Hills,3802,3802
1509,161,Casey (C),Hallam,3803,3805
1510,626,Southern Grampians (S),Balmoral,3407,3407
1511,11,Alpine (S),Myrtleford,3736,3737
1512,161,Casey (C),Narre Warren South,3805,3977
1513,534,Mornington Peninsula (S),Somerville,3912,3912
1514,726,Wyndham (C),Tarneit,3029,3029
1515,394,Loddon (S),Boort,3537,3537
1516,490,Moira (S),Yarrawonga,3730,3730
1517,485,Mitchell (S),Seymour,3661,3660
1518,478,Mildura (RC),Merbein,3505,3505
1519,590,Port Phillip (C),Albert Park,3206,3206
1520,681,Wellington (S),SALE,3850,3850
1521,189,Darebin (C),Heidelberg West,3081,3085
1522,118,Brimbank (C),St. Albans,3021,3021
1523,211,East Gippsland (S),Swifts Creek,3896,3896
1524,525,Moreland (C),Glenroy,3046,3046
1525,525,Moreland (C),Fawkner,3060,3060
1526,189,Darebin (C),Reservoir,3073,3073
1527,707,Whittlesea (C),Mernda,3754,3754
1528,161,Casey (C),Cranbourne,3977,3977
1529,726,Wyndham (C),Point Cook,3030,3030
1530,57,Ballarat (C),Sebastopol,3356,3356
1531,275,Greater Geelong (C),CORIO,3214,3214
1532,649,Surf Coast (S),Torquay,3228,3228
1533,763,Yarriambiack (S),Hopetoun,3396,3396
1534,161,Casey (C),DOVETON,3177,3177
1535,145,Cardinia (S),Officer,3809,3809
1536,465,Melton (C),Caroline Springs,3023,3023
1537,465,Melton (C),Caroline Springs,3023,3023
1538,465,Melton (C),Caroline Springs,3023,3023
1539,465,Melton (C),Caroline Springs,3023,3023
1540,441,Maroondah (C),Croydon,3136,3136
1541,367,Knox (C),Boronia,3155,3155
1542,726,Wyndham (C),Tarneit,3029,3029
1543,101,Benalla (RC),Benalla,3672,3672
1544,460,Melbourne (C),Parkville,3052,3052
1545,460,Melbourne (C),MELBOURNE,3004,3004
1546,635,Stonnington (C),GLEN IRIS,3146,3146
1547,66,Banyule (C),BUNDOORA,3083,3083
1548,460,Melbourne (C),WEST MELBOURNE,3003,3003
1549,590,Port Phillip (C),ST KILDA,3182,3183
1550,335,Indigo (S),RUTHERGLEN,3685,3685
1551,57,Ballarat (C),BALLARAT,3350,3350
