,lga_id,lga_name,postal_town,postal_postcode,address_postcode
518,745,Yarra Ranges (S),MONBULK,3793,3793
519,661,Swan Hill (RC),LAKE BOGA,3584,3584
520,745,Yarra Ranges (S),CHUM CREEK,3777,3777
521,745,Yarra Ranges (S),KALORAMA,3766,3767
522,127,Buloke (S),NULLAWIL,3529,3529
523,745,Yarra Ranges (S),HEALESVILLE,3777,3777
524,562,Murrindindi (S),KINGLAKE CENTRAL,3757,3757
525,608,Queenscliffe (B),POINT LONSDALE,3225,3225
526,617,South Gippsland (S),INVERLOCH,3996,3951
527,343,Kingston (C),CLARINDA,3169,3169
528,343,Kingston (C),CHELSEA HEIGHTS,3196,3196
529,275,Greater Geelong (C),WALLINGTON,3222,3222
530,745,Yarra Ranges (S),TECOMA,3160,3160
531,649,Surf Coast (S),TORQUAY,3228,3228
532,211,East Gippsland (S),NOORINBEE,3890,3890
533,763,Yarriambiack (S),Woomelang,3485,3485
534,145,Cardinia (S),Emerald,3782,3782
535,343,Kingston (C),SEAFORD,3198,3197
536,617,South Gippsland (S),NYORA,3987,3987
537,465,Melton (C),EXFORD,3338,3338
538,661,Swan Hill (RC),ULTIMA,3544,3544
539,497,Monash (C),MOUNT WAVERLEY,3149,3149
540,211,East Gippsland (S),MARLO,3888,3888
541,231,Glen Eira (C),MURRUMBEENA,3163,3163
542,745,Yarra Ranges (S),YARRA JUNCTION,3797,3799
543,478,Mildura (RC),KOORLONG,3501,3501
544,441,Maroondah (C),Warranwood,3134,3134
545,485,Mitchell (S),WILLOWMAVIN,3764,3764
546,745,Yarra Ranges (S),Olinda,3788,3788
547,175,Colac-Otway (S),CARLISLE RIVER,3239,3239
548,262,Greater Bendigo (C),STRATHDALE,3550,3550
549,211,East Gippsland (S),MALLACOOTA,3892,3892
550,217,Frankston (C),LANGWARRIN,3910,3910
551,145,Cardinia (S),Cockatoo,3781,3781
552,534,Mornington Peninsula (S),TYABB,3913,3913
553,745,Yarra Ranges (S),BELGRAVE SOUTH,3160,3160
554,189,Darebin (C),NORTHLAND CENTRE,3072,3072
555,118,Brimbank (C),SYDENHAM,3037,3037
556,111,Boroondara (C),CANTERBURY,3126,3126
557,478,Mildura (RC),CABARITA,3505,3505
558,381,Latrobe (C),TRARALGON,3844,3844
559,525,Moreland (C),BRUNSWICK WEST,3055,3055
560,525,Moreland (C),FAWKNER,3060,3060
561,735,Yarra (C),ALPHINGTON,3078,3078
562,66,Banyule (C),HEIDELBERG,3084,3084
563,83,Baw Baw (S),BONA VISTA,3820,3820
564,217,Frankston (C),CARRUM DOWNS,3201,3201
565,707,Whittlesea (C),BUNDOORA,3083,3083
566,745,Yarra Ranges (S),Macclesfield,3782,3782
567,91,Bayside (C),BLACK ROCK,3193,3193
568,745,Yarra Ranges (S),MOUNT EVELYN,3796,3796
569,745,Yarra Ranges (S),KILSYTH,3137,3137
570,74,Bass Coast (S),WONTHAGGI,3995,3995
571,311,Hobsons Bay (C),Spotswood,3015,3015
572,161,Casey (C),CLYDE,3978,3978
573,267,Greater Dandenong (C),NOBLE PARK,3174,3174
574,111,Boroondara (C),DEEPDENE,3103,3103
575,211,East Gippsland (S),Clifton Creek,3875,3875
576,262,Greater Bendigo (C),STRATHDALE,3550,3550
577,145,Cardinia (S),CARDINIA,3978,3978
578,283,Greater Shepparton (C),GRAHAMVALE,3631,3631
579,478,Mildura (RC),IRYMPLE,3498,3498
580,231,Glen Eira (C),GLEN HUNTLY,3163,3163
581,137,Campaspe (S),NANNEELLA,3561,3561
582,367,Knox (C),WANTIRNA,3152,3152
583,74,Bass Coast (S),WONTHAGGI,3995,3995
584,465,Melton (C),MELTON SOUTH,3338,3338
585,343,Kingston (C),CHELSEA,3196,3196
586,343,Kingston (C),Parkdale,3195,3195
587,211,East Gippsland (S),NOWA NOWA,3887,3887
588,91,Bayside (C),Hampton,3188,3188
589,460,Melbourne (C),"St Kilda Rd Central, MELBOURNE",8008,3004
590,515,Moorabool (S),BALLIANG EAST,3340,3340
591,343,Kingston (C),EDITHVALE,3196,3196
592,283,Greater Shepparton (C),ORRVALE,3631,3631
593,189,Darebin (C),THORNBURY,3071,3071
594,478,Mildura (RC),UNDERBOOL,3509,3509
595,231,Glen Eira (C),CAULFIELD NORTH,3161,3161
596,217,Frankston (C),SEAFORD,3198,3198
597,698,Whitehorse (C),BURWOOD,3125,3125
598,225,Gannawarra (S),MURRABIT,3579,3579
599,189,Darebin (C),PRESTON,3072,3072
600,189,Darebin (C),THORNBURY,3071,3071
601,433,Maribyrnong (C),WEST FOOTSCRAY,3012,3012
602,745,Yarra Ranges (S),WANDIN NORTH,3139,3139
603,91,Bayside (C),BRIGHTON EAST,3187,3187
604,91,Bayside (C),Cromer,3193,3193
605,283,Greater Shepparton (C),Dookie Campus,3647,3647
606,211,East Gippsland (S),CANN RIVER,3890,3890
607,311,Hobsons Bay (C),ALTONA,3018,3018
608,161,Casey (C),DEVON MEADOWS,3977,3977
609,367,Knox (C),UPPER FERNTREE GULLY,3156,3156
610,562,Murrindindi (S),EILDON,3713,3713
611,534,Mornington Peninsula (S),BITTERN,3918,3918
612,137,Campaspe (S),COLBINABBIN,3559,3559
613,137,Campaspe (S),STANHOPE,3623,3623
614,571,Nillumbik (S),HURSTBRIDGE,3099,3099
615,525,Moreland (C),COBURG,3058,3058
616,590,Port Phillip (C),ELWOOD,3184,3184
617,698,Whitehorse (C),MONT ALBERT,3127,3127
618,283,Greater Shepparton (C),DHURRINGILE,3610,3610
619,571,Nillumbik (S),Strathewen,3099,3099
620,745,Yarra Ranges (S),DON VALLEY,3139,3139
621,189,Darebin (C),RESERVOIR,3073,3073
622,381,Latrobe (C),YALLOURN NORTH,3825,3825
623,211,East Gippsland (S),LAKES ENTRANCE,3909,3909
624,137,Campaspe (S),GIRGARRE,3624,3624
625,763,Yarriambiack (S),YAAPEET,3424,3424
626,745,Yarra Ranges (S),GLADYSDALE,3797,3797
627,478,Mildura (RC),MILDURA,3500,3500
628,506,Moonee Valley (C),Moonee Ponds,3039,3039
629,433,Maribyrnong (C),YARRAVILLE,3013,3013
630,745,Yarra Ranges (S),Kallista,3791,3791
631,506,Moonee Valley (C),Essendon North,3041,3041
632,506,Moonee Valley (C),Ascot Vale,3032,3032
633,111,Boroondara (C),CAMBERWELL,3124,3124
634,478,Mildura (RC),RED CLIFFS,3496,3496
635,571,Nillumbik (S),DIAMOND CREEK,3089,3096
636,161,Casey (C),HAMPTON PARK,3976,3976
637,175,Colac-Otway (S),Colac,3250,3250
638,231,Glen Eira (C),ST KILDA EAST,3183,3183
639,83,Baw Baw (S),NOOJEE,3833,3833
640,66,Banyule (C),MONTMORENCY,3094,3094
641,649,Surf Coast (S),MORIAC,3240,3240
642,441,Maroondah (C),RINGWOOD NORTH,3134,3134
643,478,Mildura (RC),RED CLIFFS,3496,3496
644,635,Stonnington (C),MALVERN EAST,3145,3145
645,441,Maroondah (C),BAYSWATER,3153,3153
646,525,Moreland (C),Pascoe Vale,3044,3044
647,726,Wyndham (C),POINT COOK,3030,3030
648,433,Maribyrnong (C),WEST FOOTSCRAY,3012,3011
649,681,Wellington (S),AIRLY,3851,3851
650,111,Boroondara (C),GLEN IRIS,3146,3146
651,343,Kingston (C),PARKDALE,3195,3195
652,497,Monash (C),HUGHESDALE,3166,3166
653,189,Darebin (C),NORTHCOTE,3070,3070
654,111,Boroondara (C),HAWTHORN EAST,3123,3123
655,343,Kingston (C),Aspendale,3195,3195
656,571,Nillumbik (S),ELTHAM NORTH,3095,3095
657,673,Warrnambool (C),WARRNAMBOOL,3280,3280
658,267,Greater Dandenong (C),DANDENONG,3175,3175
659,441,Maroondah (C),CROYDON,3136,3136
660,506,Moonee Valley (C),Essendon,3040,3040
661,275,Greater Geelong (C),MANIFOLD HEIGHTS,3218,3218
662,211,East Gippsland (S),NUNGURNER,3909,3909
663,343,Kingston (C),DINGLEY VILLAGE,3172,3172
664,478,Mildura (RC),CARDROSS,3496,3496
665,118,Brimbank (C),ALBION,3020,3020
666,283,Greater Shepparton (C),LEMNOS,3631,3631
667,617,South Gippsland (S),TARWIN LOWER,3956,3956
668,217,Frankston (C),SEAFORD,3198,3198
669,525,Moreland (C),BRUNSWICK WEST,3055,3055
670,189,Darebin (C),PRESTON,3072,3072
671,111,Boroondara (C),SURREY HILLS,3127,3127
672,231,Glen Eira (C),CAULFIELD SOUTH,3162,3162
673,111,Boroondara (C),ASHBURTON,3147,3147
674,231,Glen Eira (C),BENTLEIGH,3204,3204
675,681,Wellington (S),SEASPRAY,3851,3851
676,649,Surf Coast (S),ANGLESEA,3230,3230
677,66,Banyule (C),BRIAR HILL,3088,3088
678,283,Greater Shepparton (C),ZEERUST,3634,3634
679,231,Glen Eira (C),ORMOND,3204,3204
680,343,Kingston (C),CLAYTON SOUTH,3169,3169
681,66,Banyule (C),IVANHOE EAST,3079,3079
682,681,Wellington (S),COBAINS,3851,3851
683,478,Mildura (RC),MILDURA SOUTH,3501,3501
684,275,Greater Geelong (C),GEELONG EAST,3219,3219
685,525,Moreland (C),BRUNSWICK WEST,3055,3055
686,283,Greater Shepparton (C),KATANDRA WEST,3634,3634
687,161,Casey (C),NARRE WARREN,3805,3805
688,91,Bayside (C),SANDRINGHAM,3191,3191
689,311,Hobsons Bay (C),ALTONA,3018,3018
690,534,Mornington Peninsula (S),SOMERS,3927,3927
691,506,Moonee Valley (C),TRAVANCORE,3032,3032
692,745,Yarra Ranges (S),UPWEY,3158,3158
693,525,Moreland (C),Pascoe Vale South,3044,3058
694,66,Banyule (C),ROSANNA,3084,3084
695,367,Knox (C),WANTIRNA SOUTH,3152,3152
696,506,Moonee Valley (C),STRATHMORE,3041,3041
697,111,Boroondara (C),BALWYN NORTH,3104,3104
698,111,Boroondara (C),ASHBURTON,3147,3147
699,670,Wangaratta (RC),WANGARATTA,3676,3677
700,11,Alpine (S),MOUNT BEAUTY,3699,3699
701,189,Darebin (C),East Coburg,3058,3072
702,534,Mornington Peninsula (S),SOMERS,3927,3927
703,381,Latrobe (C),NEWBOROUGH,3825,3825
704,381,Latrobe (C),TRARALGON,3844,3844
705,283,Greater Shepparton (C),SHEPPARTON,3632,3630
706,534,Mornington Peninsula (S),RYE,3941,3941
707,381,Latrobe (C),MOE,3825,3825
708,275,Greater Geelong (C),BELMONT,3216,3216
709,311,Hobsons Bay (C),NEWPORT,3015,3015
710,283,Greater Shepparton (C),SHEPPARTON,3630,3630
711,635,Stonnington (C),MALVERN EAST,3145,3145
712,381,Latrobe (C),NEWBOROUGH,3825,3825
713,111,Boroondara (C),BALWYN,3103,3103
714,189,Darebin (C),NORTHCOTE,3070,3070
715,275,Greater Geelong (C),HAMLYN HEIGHTS,3218,3218
716,217,Frankston (C),KARINGAL CENTRE,3199,3199
717,745,Yarra Ranges (S),Selby,3159,3159
718,189,Darebin (C),RESERVOIR,3073,3073
719,231,Glen Eira (C),MOORABBIN,3189,3204
720,490,Moira (S),KATUNGA,3640,3640
721,57,Ballarat (C),BALLARAT NORTH,3350,3350
722,717,Wodonga (C),BANDIANA MILPO,3694,3694
723,111,Boroondara (C),BALWYN NORTH,3104,3104
724,83,Baw Baw (S),WARRAGUL,3820,3820
725,319,Horsham (RC),HORSHAM,3402,3400
726,381,Latrobe (C),TRARALGON,3844,3844
727,381,Latrobe (C),TRARALGON,3844,3844
728,441,Maroondah (C),RINGWOOD EAST,3135,3135
729,525,Moreland (C),Pascoe Vale South,3044,3044
730,707,Whittlesea (C),LALOR,3075,3075
731,189,Darebin (C),RESERVOIR,3073,3073
732,231,Glen Eira (C),BENTLEIGH EAST,3165,3165
733,698,Whitehorse (C),BLACKBURN NORTH,3130,3130
734,497,Monash (C),OAKLEIGH SOUTH,3167,3167
735,698,Whitehorse (C),BOX HILL NORTH,3129,3129
736,367,Knox (C),FERNTREE GULLY,3156,3156
737,26,Ararat (RC),ARARAT,3377,3377
738,525,Moreland (C),Oak Park,3046,3046
739,267,Greater Dandenong (C),DANDENONG,3175,3175
740,211,East Gippsland (S),BAIRNSDALE,3875,3875
741,262,Greater Bendigo (C),Bendigo DC,3554,3550
742,267,Greater Dandenong (C),NOBLE PARK,3174,3174
743,525,Moreland (C),PASCOE VALE,3044,3044
744,111,Boroondara (C),BALWYN NORTH,3104,3104
745,275,Greater Geelong (C),BELMONT,3216,3216
746,381,Latrobe (C),MOE,3825,3825
747,118,Brimbank (C),ST ALBANS,3021,3021
748,283,Greater Shepparton (C),SHEPPARTON,3632,3630
749,661,Swan Hill (RC),SWAN HILL,3585,3585
750,118,Brimbank (C),SUNSHINE,3020,3020
751,118,Brimbank (C),SUNSHINE NORTH,3020,3020
752,66,Banyule (C),ROSANNA,3084,3084
753,241,Glenelg (S),PORTLAND,3305,3305
754,66,Banyule (C),ROSANNA,3084,3084
755,343,Kingston (C),CHELTENHAM,3192,3192
756,161,Casey (C),CRANBOURNE SOUTH,3977,3977
757,670,Wangaratta (RC),WANGARATTA,3676,3677
758,57,Ballarat (C),LAKE GARDENS,3355,3355
759,189,Darebin (C),EAST PRESTON,3072,3072
760,211,East Gippsland (S),ORBOST,3888,3888
761,275,Greater Geelong (C),NORTH GEELONG,3215,3215
762,327,Hume (C),CRAIGIEBURN,3064,3064
763,673,Warrnambool (C),WARRNAMBOOL,3280,3280
764,175,Colac-Otway (S),COLAC,3250,3250
765,626,Southern Grampians (S),HAMILTON,3300,3300
766,231,Glen Eira (C),BENTLEIGH EAST,3165,3165
767,217,Frankston (C),FRANKSTON,3199,3199
768,433,Maribyrnong (C),YARRAVILLE,3013,3013
769,433,Maribyrnong (C),WEST FOOTSCRAY,3012,3019
770,343,Kingston (C),BONBEACH,3196,3196
771,267,Greater Dandenong (C),SPRINGVALE,3171,3171
772,91,Bayside (C),BEAUMARIS,3193,3193
773,275,Greater Geelong (C),HAMLYN HEIGHTS,3215,3215
774,267,Greater Dandenong (C),NOBLE PARK,3174,3174
775,698,Whitehorse (C),BRENTFORD SQUARE,3131,3131
776,525,Moreland (C),GLENROY,3046,3046
777,267,Greater Dandenong (C),DANDENONG,3175,3175
778,118,Brimbank (C),ST ALBANS,3021,3021
779,506,Moonee Valley (C),AVONDALE HEIGHTS,3034,3034
780,421,Manningham (C),DONCASTER EAST,3109,3109
781,717,Wodonga (C),WODONGA,3689,3690
782,217,Frankston (C),FRANKSTON,3199,3199
783,698,Whitehorse (C),KERRIMUIR,3129,3129
784,441,Maroondah (C),HEATHMONT,3135,3135
785,506,Moonee Valley (C),STRATHMORE,3041,3041
786,497,Monash (C),OAKLEIGH SOUTH,3167,3167
787,707,Whittlesea (C),THOMASTOWN,3074,3074
788,497,Monash (C),Mount Waverley,3149,3149
789,231,Glen Eira (C),East Bentleigh,3165,3165
790,66,Banyule (C),WATSONIA,3087,3087
791,698,Whitehorse (C),MITCHAM,3132,3132
792,189,Darebin (C),KINGSBURY,3083,3083
793,231,Glen Eira (C),ORMOND,3204,3204
794,118,Brimbank (C),ARDEER,3022,3022
795,343,Kingston (C),CLAYTON SOUTH,3169,3169
796,327,Hume (C),TULLAMARINE,3043,3043
797,681,Wellington (S),SALE,3850,3850
798,421,Manningham (C),PARK ORCHARDS,3114,3114
799,118,Brimbank (C),SUNSHINE NORTH,3020,3020
800,698,Whitehorse (C),BLACKBURN,3130,3130
801,698,Whitehorse (C),Blackburn,3130,3130
802,275,Greater Geelong (C),Bell Post Hill,3215,3215
803,421,Manningham (C),DONVALE,3111,3111
804,275,Greater Geelong (C),HIGHTON,3216,3216
805,497,Monash (C),Mount Waverley,3149,3149
806,327,Hume (C),DALLAS,3047,3047
807,525,Moreland (C),FAWKNER,3060,3060
808,506,Moonee Valley (C),KEILOR EAST,3033,3033
809,441,Maroondah (C),BURNT BRIDGE,3136,3136
810,698,Whitehorse (C),FOREST HILL,3131,3131
811,275,Greater Geelong (C),LARA,3212,3212
812,441,Maroondah (C),RINGWOOD,3134,3134
813,161,Casey (C),CRANBOURNE,3977,3977
814,66,Banyule (C),VIEWBANK,3084,3084
815,66,Banyule (C),GREENSBOROUGH,3088,3088
816,745,Yarra Ranges (S),UPWEY,3158,3158
817,183,Corangamite (S),SIMPSON,3266,3266
818,490,Moira (S),Invergordon,3636,3636
819,571,Nillumbik (S),ELTHAM,3095,3095
820,217,Frankston (C),SEAFORD,3198,3198
821,497,Monash (C),MOUNT WAVERLEY,3149,3149
822,367,Knox (C),MOUNTAIN GATE,3156,3156
823,367,Knox (C),FERNTREE GULLY,3156,3156
824,367,Knox (C),BORONIA,3155,3155
825,343,Kingston (C),MOORABBIN,3189,3189
826,441,Maroondah (C),RINGWOOD NORTH,3134,3134
827,525,Moreland (C),GLENROY,3046,3046
828,441,Maroondah (C),Croydon,3136,3136
829,267,Greater Dandenong (C),DANDENONG,3175,3175
830,275,Greater Geelong (C),NEWTOWN,3220,3220
831,217,Frankston (C),KARINGAL,3199,3199
832,497,Monash (C),GLEN WAVERLEY,3150,3150
833,497,Monash (C),Mount Waverley,3149,3149
834,66,Banyule (C),MONTMORENCY,3094,3094
835,91,Bayside (C),Moorabbin,3189,3188
836,311,Hobsons Bay (C),ALTONA NORTH,3025,3025
837,698,Whitehorse (C),Burwood East,3151,3151
838,581,Northern Grampians (S),STAWELL,3380,3380
839,66,Banyule (C),GREENSBOROUGH,3088,3088
840,57,Ballarat (C),WENDOUREE,3355,3355
841,745,Yarra Ranges (S),MOOROOLBARK,3138,3138
842,217,Frankston (C),Pines Forest,3200,3200
843,283,Greater Shepparton (C),SHEPPARTON,3630,3630
844,66,Banyule (C),WATSONIA,3087,3083
845,118,Brimbank (C),ST ALBANS,3021,3021
846,118,Brimbank (C),ST ALBANS,3021,3021
847,225,Gannawarra (S),Kerang,3579,3579
848,327,Hume (C),Broadmeadows,3047,3047
849,343,Kingston (C),MENTONE,3194,3194
850,421,Manningham (C),DONCASTER EAST,3109,3111
851,275,Greater Geelong (C),GEELONG NORTH,3215,3215
852,367,Knox (C),BORONIA,3155,3155
853,497,Monash (C),GLEN WAVERLEY,3150,3150
854,381,Latrobe (C),CHURCHILL,3842,3842
855,275,Greater Geelong (C),HIGHTON,3216,3216
856,367,Knox (C),BAYSWATER,3153,3153
857,217,Frankston (C),SEAFORD,3198,3198
858,381,Latrobe (C),MORWELL,3840,3840
859,707,Whittlesea (C),LALOR,3075,3074
860,118,Brimbank (C),ST ALBANS,3021,3021
861,460,Melbourne (C),CARLTON,3053,3053
862,275,Greater Geelong (C),BELMONT,3216,3216
863,421,Manningham (C),BULLEEN,3105,3107
864,497,Monash (C),GLEN WAVERLEY,3150,3150
865,66,Banyule (C),WATSONIA NORTH,3087,3087
866,267,Greater Dandenong (C),DANDENONG,3175,3175
867,367,Knox (C),KNOXFIELD,3180,3180
868,421,Manningham (C),DONCASTER,3108,3108
869,26,Ararat (RC),ARARAT,3377,3377
870,217,Frankston (C),FRANKSTON SOUTH,3199,3199
871,707,Whittlesea (C),THOMASTOWN,3074,3074
872,367,Knox (C),ROWVILLE,3178,3178
873,726,Wyndham (C),HOPPERS CROSSING,3029,3029
874,421,Manningham (C),TEMPLESTOWE LOWER,3107,3107
875,217,Frankston (C),"Karingal Centre P.O.,FRANKSTON",3199,3199
876,327,Hume (C),Sunbury,3429,3429
877,327,Hume (C),GLADSTONE PARK,3043,3043
878,745,Yarra Ranges (S),MOOROOLBARK,3138,3138
879,497,Monash (C),GLEN WAVERLEY,3150,3150
880,745,Yarra Ranges (S),Mooroolbark,3138,3138
881,367,Knox (C),FERNTREE GULLY,3156,3156
882,66,Banyule (C),BRIAR HILL,3088,3088
883,421,Manningham (C),DONCASTER EAST,3109,3109
884,283,Greater Shepparton (C),SHEPPARTON,3630,3630
885,681,Wellington (S),SALE,3850,3850
886,460,Melbourne (C),Parkville,3052,3052
887,698,Whitehorse (C),VERMONT SOUTH,3133,3133
888,66,Banyule (C),BUNDOORA,3083,3083
889,118,Brimbank (C),DEER PARK,3023,3023
890,327,Hume (C),CAMPBELLFIELD,3061,3061
891,707,Whittlesea (C),LALOR,3075,3075
892,465,Melton (C),MELTON,3337,3337
893,571,Nillumbik (S),DIAMOND CREEK,3089,3089
894,497,Monash (C),Wheelers Hill,3150,3150
895,367,Knox (C),BAYSWATER,3153,3153
896,534,Mornington Peninsula (S),MORNINGTON,3931,3931
897,717,Wodonga (C),WODONGA,3690,3690
898,217,Frankston (C),Belvedere Park PO Seaford,3198,3200
899,735,Yarra (C),RICHMOND,3121,3121
900,441,Maroondah (C),HEATHMONT,3135,3135
901,118,Brimbank (C),ST ALBANS,3021,3021
902,745,Yarra Ranges (S),LILYDALE,3140,3796
903,726,Wyndham (C),HOPPERS CROSSING,3029,3029
904,118,Brimbank (C),SUNSHINE WEST,3020,3020
905,217,Frankston (C),KARINGAL,3199,3199
906,267,Greater Dandenong (C),NOBLE PARK,3174,3174
907,745,Yarra Ranges (S),LILYDALE,3140,3140
908,745,Yarra Ranges (S),MOOROOLBARK,3138,3138
909,118,Brimbank (C),SUNSHINE WEST,3020,3020
910,745,Yarra Ranges (S),KILSYTH,3137,3137
911,939,Unincorporated Vic,Falls Creek,3699,3699
912,506,Moonee Valley (C),FLEMINGTON,3031,3031
913,161,Casey (C),NARRE WARREN,3805,3805
914,441,Maroondah (C),BAYSWATER,3153,3135
915,275,Greater Geelong (C),GROVEDALE,3216,3216
916,381,Latrobe (C),MOE,3825,3825
917,217,Frankston (C),KARINGAL CENTRE,3199,3199
918,367,Knox (C),FERNTREE GULLY,3156,3156
919,118,Brimbank (C),DEER PARK,3023,3023
920,267,Greater Dandenong (C),DANDENONG NORTH,3175,3175
921,283,Greater Shepparton (C),MOOROOPNA,3629,3629
922,465,Melton (C),MELTON SOUTH,3338,3338
923,726,Wyndham (C),WERRIBEE,3030,3030
924,327,Hume (C),GLADSTONE PARK,3043,3043
925,497,Monash (C),WHEELERS HILL,3150,3150
926,497,Monash (C),ASHWOOD,3147,3147
927,327,Hume (C),Dallas,3047,3047
928,421,Manningham (C),BULLEEN,3105,3105
929,343,Kingston (C),CHELTENHAM,3192,3192
930,421,Manningham (C),WARRANDYTE,3113,3113
931,497,Monash (C),WHEELERS HILL,3150,3150
932,343,Kingston (C),DINGLEY VILLAGE,3172,3172
933,506,Moonee Valley (C),ASCOT VALE,3032,3032
934,497,Monash (C),GLEN WAVERLEY,3150,3150
935,698,Whitehorse (C),Vermont South,3133,3133
936,381,Latrobe (C),CHURCHILL,3842,3842
937,118,Brimbank (C),ST ALBANS,3021,3021
938,267,Greater Dandenong (C),NOBLE PARK NORTH,3174,3174
939,441,Maroondah (C),RINGWOOD,3134,3134
940,275,Greater Geelong (C),WHITTINGTON,3219,3219
941,745,Yarra Ranges (S),Coldstream,3770,3770
942,421,Manningham (C),TEMPLESTOWE,3106,3106
943,161,Casey (C),HAMPTON PARK,3976,3976
944,367,Knox (C),WANTIRNA,3152,3152
945,441,Maroondah (C),CROYDON,3136,3136
946,534,Mornington Peninsula (S),CAPEL SOUND,3940,3940
947,707,Whittlesea (C),THOMASTOWN,3074,3074
948,217,Frankston (C),FRANKSTON,3199,3199
949,161,Casey (C),ENDEAVOUR HILLS,3802,3802
950,118,Brimbank (C),ST ALBANS,3021,3021
951,534,Mornington Peninsula (S),MOUNT ELIZA,3930,3930
952,717,Wodonga (C),WEST WODONGA,3690,3690
953,343,Kingston (C),ASPENDALE,3195,3195
954,217,Frankston (C),KARINGAL CENTRE,3199,3199
955,66,Banyule (C),Bellfield,3081,3081
956,590,Port Phillip (C),PORT MELBOURNE,3207,3207
957,490,Moira (S),COBRAM,3644,3644
958,497,Monash (C),BRANDON PARK,3150,3150
959,726,Wyndham (C),WERRIBEE,3030,3024
960,283,Greater Shepparton (C),SHEPPARTON,3632,3630
961,698,Whitehorse (C),VERMONT SOUTH,3133,3133
962,707,Whittlesea (C),MILL PARK,3082,3082
963,571,Nillumbik (S),GREENSBOROUGH,3088,3088
964,465,Melton (C),MELTON,3337,3337
965,267,Greater Dandenong (C),NOBLE PARK,3174,3171
966,726,Wyndham (C),HOPPERS CROSSING DC,3029,3029
967,421,Manningham (C),TEMPLESTOWE,3106,3106
968,534,Mornington Peninsula (S),MOUNT MARTHA,3934,3934
969,311,Hobsons Bay (C),Altona Meadows,3028,3028
970,745,Yarra Ranges (S),THE PATCH,3792,3792
971,681,Wellington (S),Sale,3850,3850
972,497,Monash (C),WHEELERS HILL,3150,3150
973,118,Brimbank (C),ALBANVALE,3021,3021
974,327,Hume (C),SUNBURY,3429,3429
975,57,Ballarat (C),BALLARAT,3350,3350
976,534,Mornington Peninsula (S),MOUNT ELIZA,3930,3930
977,571,Nillumbik (S),GREENSBOROUGH,3088,3088
978,275,Greater Geelong (C),GROVEDALE,3216,3216
979,327,Hume (C),MEADOW HEIGHTS,3048,3048
980,161,Casey (C),CRANBOURNE,3977,3977
981,343,Kingston (C),PATTERSON LAKES,3197,3197
982,217,Frankston (C),SEAFORD,3198,3198
983,745,Yarra Ranges (S),MONTROSE,3765,3765
984,745,Yarra Ranges (S),Chirnside Park,3116,3116
985,74,Bass Coast (S),CORINELLA,3984,3984
986,367,Knox (C),WANTIRNA SOUTH,3152,3152
987,327,Hume (C),Sunbury,3429,3429
988,515,Moorabool (S),BACCHUS MARSH,3340,3340
989,57,Ballarat (C),Redan,3350,3356
990,534,Mornington Peninsula (S),HASTINGS,3915,3915
991,161,Casey (C),ENDEAVOUR HILLS,3802,3802
992,465,Melton (C),MELTON WEST,3337,3337
993,670,Wangaratta (RC),WANGARATTA,3676,3677
994,441,Maroondah (C),CROYDON,3136,3136
995,421,Manningham (C),DONCASTER EAST,3109,3109
996,161,Casey (C),BERWICK,3806,3806
997,118,Brimbank (C),SUNSHINE NORTH,3020,3020
998,311,Hobsons Bay (C),Laverton,3028,3028
999,327,Hume (C),SUNBURY,3429,3429
1000,189,Darebin (C),Reservoir,3073,3073
1001,381,Latrobe (C),TRARALGON,3844,3844
1002,717,Wodonga (C),WEST WODONGA,3690,3690
1003,698,Whitehorse (C),BURWOOD EAST,3151,3151
1004,670,Wangaratta (RC),WANGARATTA,3676,3677
1005,327,Hume (C),MEADOW HEIGHTS,3048,3048
1006,241,Glenelg (S),PORTLAND,3305,3305
1007,534,Mornington Peninsula (S),DROMANA,3936,3936
1008,161,Casey (C),ENDEAVOUR HILLS,3802,3802
1009,161,Casey (C),CRANBOURNE,3977,3977
1010,367,Knox (C),WANTIRNA SOUTH,3152,3152
1011,161,Casey (C),ENDEAVOUR HILLS,3802,3802
1012,118,Brimbank (C),ST ALBANS,3021,3021
1013,161,Casey (C),NARRE WARREN,3805,3805
1014,534,Mornington Peninsula (S),MORNINGTON,3931,3931
1015,343,Kingston (C),MOORABBIN,3189,3189
1016,745,Yarra Ranges (S),MOOROOLBARK,3138,3138
1017,327,Hume (C),CRAIGIEBURN,3064,3064
1018,707,Whittlesea (C),MILL PARK,3082,3082
1019,681,Wellington (S),LOCH SPORT,3851,3851
1020,745,Yarra Ranges (S),Mount Evelyn,3796,3796
1021,175,Colac-Otway (S),COLAC,3250,3250
1022,327,Hume (C),SUNBURY,3429,3429
1023,478,Mildura (RC),MILDURA,3500,3500
1024,231,Glen Eira (C),Moorabbin East,3189,3165
1025,726,Wyndham (C),HOPPERS CROSSING,3029,3029
1026,441,Maroondah (C),CROYDON HILLS,3136,3136
1027,465,Melton (C),MELTON,3337,3337
1028,217,Frankston (C),LANGWARRIN,3910,3910
1029,118,Brimbank (C),Taylors Lakes,3038,3038
1030,66,Banyule (C),ELTHAM NORTH,3095,3095
1031,525,Moreland (C),COBURG,3058,3058
1032,327,Hume (C),BROADMEADOWS,3047,3047
1033,118,Brimbank (C),SUNSHINE,3020,3020
1034,661,Swan Hill (RC),SWAN HILL,3585,3585
