,Postcode,Suburb,LGA id,LGA names
149,3126,CANTERBURY,21110,BOROONDARA
150,3351,CAPE CLEAR,22490,GOLDEN PLAINS
151,3940,CAPEL SOUND,25340,MORNINGTON PENINSULA
152,3978,CARDINIA,21450,CARDINIA
153,3496,CARDROSS,24780,MILDURA
154,3464,CARISBROOK,21670,CENTRAL GOLDFIELDS
155,3239,CARLISLE RIVER,21750,COLAC OTWAY
156,3053,CARLTON,24600,MELBOURNE
157,3054,CARLTON NORTH,27350,YARRA
158,3163,CARNEGIE,22310,GLEN EIRA
159,3023,CAROLINE SPRINGS,24650,MELTON
160,3197,CARRUM,23430,KINGSTON
161,3201,CARRUM DOWNS,22170,FRANKSTON
162,3311,CASTERTON,22410,GLENELG
163,3450,CASTLEMAINE,25430,MOUNT ALEXANDER
164,3161,CAULFIELD,22310,GLEN EIRA
165,3145,CAULFIELD EAST,22310,GLEN EIRA
166,3161,CAULFIELD NORTH,22310,GLEN EIRA
167,3162,CAULFIELD SOUTH,22310,GLEN EIRA
168,3314,CAVENDISH,26260,SOUTHERN GRAMPIANS
169,3221,CERES,22750,GREATER GEELONG
170,3148,CHADSTONE,24970,MONASH
171,3525,CHARLTON,21270,BULOKE
172,3196,CHELSEA,23430,KINGSTON
173,3196,CHELSEA HEIGHTS,23430,KINGSTON
174,3192,CHELTENHAM,20910,BAYSIDE
175,3451,CHEWTON,25430,MOUNT ALEXANDER
176,3683,CHILTERN,23350,INDIGO
177,3116,CHIRNSIDE PARK,27450,YARRA RANGES
178,3775,CHRISTMAS HILLS,25710,NILLUMBIK
179,3777,CHUM CREEK,27450,YARRA RANGES
180,3842,CHURCHILL,23810,LATROBE
181,3169,CLARINDA,23430,KINGSTON
182,3352,CLARKES HILL,25150,MOORABOOL
183,3168,CLAYTON,24970,MONASH
184,3169,CLAYTON SOUTH,23430,KINGSTON
185,3875,CLIFTON CREEK,22110,EAST GIPPSLAND
186,3068,CLIFTON HILL,27350,YARRA
187,3222,CLIFTON SPRINGS,22750,GREATER GEELONG
188,3370,CLUNES,22910,HEPBURN
189,3978,CLYDE,21610,CASEY
190,3978,CLYDE NORTH,21610,CASEY
191,3851,COBAINS,26810,WELLINGTON
192,3266,COBDEN,21830,CORANGAMITE
193,3644,COBRAM,24900,MOIRA
194,3058,COBURG,25250,MORELAND
195,3058,COBURG EAST,25250,MORELAND
196,3781,COCKATOO,21450,CARDINIA
197,3568,COHUNA,22250,GANNAWARRA
198,3340,COIMADAI,25150,MOORABOOL
199,3250,COLAC,21750,COLAC OTWAY
200,3559,COLBINABBIN,21370,CAMPASPE
201,3770,COLDSTREAM,27450,YARRA RANGES
202,3315,COLERAINE,26260,SOUTHERN GRAMPIANS
203,3066,COLLINGWOOD,27350,YARRA
204,3384,CONCONGELLA,25810,NORTHERN GRAMPIANS
205,3633,CONGUPNA,22830,GREATER SHEPPARTON
206,3048,COOLAROO,23270,HUME
207,3249,CORAGULAC,21750,COLAC OTWAY
208,3984,CORINELLA,20740,BASS COAST
209,3214,CORIO,22750,GREATER GEELONG
210,3707,CORRYONG,26670,TOWONG
211,3922,COWES,20740,BASS COAST
212,3857,COWWARR,26810,WELLINGTON
213,3064,CRAIGIEBURN,23270,HUME
214,3977,CRANBOURNE,21610,CASEY
215,3977,CRANBOURNE EAST,21610,CASEY
216,3977,CRANBOURNE NORTH,21610,CASEY
217,3977,CRANBOURNE SOUTH,21610,CASEY
218,3977,CRANBOURNE WEST,21610,CASEY
219,3363,CRESWICK,22910,HEPBURN
220,3919,CRIB POINT,25340,MORNINGTON PENINSULA
221,3136,CROYDON,24410,MAROONDAH
222,3136,CROYDON HILLS,24410,MAROONDAH
223,3136,CROYDON NORTH,24410,MAROONDAH
224,3136,CROYDON SOUTH,24410,MAROONDAH
225,3265,CUDGEE,25490,MOYNE
226,3047,DALLAS,23270,HUME
227,3992,DALYSTON,20740,BASS COAST
228,3175,DANDENONG,22670,GREATER DANDENONG
229,3175,DANDENONG NORTH,22670,GREATER DANDENONG
230,3822,DARNUM,20830,BAW BAW
231,3756,DARRAWEIT GUIM,24130,MACEDON RANGES
232,3304,DARTMOOR,22410,GLENELG
233,3460,DAYLESFORD,22910,HEPBURN
234,3235,DEANS MARSH,26490,SURF COAST
235,3691,DEDERANG,20110,ALPINE
236,3103,DEEPDENE,21110,BOROONDARA
237,3023,DEER PARK,21180,BRIMBANK
238,3356,DELACOMBE,20570,BALLARAT
239,3037,DELAHEY,21180,BRIMBANK
240,3280,DENNINGTON,26730,WARRNAMBOOL
241,3030,DERRIMUT,21180,BRIMBANK
242,3325,DERRINALLUM,21830,CORANGAMITE
243,3726,DEVENISH,21010,BENALLA
244,3977,DEVON MEADOWS,21610,CASEY
245,3971,DEVON NORTH,26810,WELLINGTON
246,3610,DHURRINGILE,22830,GREATER SHEPPARTON
247,3089,DIAMOND CREEK,25710,NILLUMBIK
248,3427,DIGGERS REST,24650,MELTON
249,3414,DIMBOOLA,22980,HINDMARSH
250,3571,DINGEE,23940,LODDON
251,3172,DINGLEY,23430,KINGSTON
252,3172,DINGLEY VILLAGE,23430,KINGSTON
253,3898,DINNER PLAIN,20110,ALPINE
254,3775,DIXONS CREEK,27450,YARRA RANGES
255,3139,DON VALLEY,27450,YARRA RANGES
256,3480,DONALD,21270,BULOKE
257,3108,DONCASTER,24210,MANNINGHAM
258,3109,DONCASTER EAST,24210,MANNINGHAM
259,3111,DONVALE,24210,MANNINGHAM
260,3646,DOOKIE,22830,GREATER SHEPPARTON
261,3647,DOOKIE CAMPUS,22830,GREATER SHEPPARTON
262,3754,DOREEN,25710,NILLUMBIK
263,3177,DOVETON,21610,CASEY
264,3936,DROMANA,25340,MORNINGTON PENINSULA
265,3818,DROUIN,20830,BAW BAW
266,3818,DROUIN SOUTH,20830,BAW BAW
267,3818,DROUIN WEST,20830,BAW BAW
268,3461,DRUMMOND,22910,HEPBURN
269,3222,DRYSDALE,22750,GREATER GEELONG
270,3294,DUNKELD,26260,SOUTHERN GRAMPIANS
271,3352,DUNNSTOWN,25150,MOORABOOL
272,3472,DUNOLLY,21670,CENTRAL GOLDFIELDS
273,3878,EAGLE POINT,22110,EAST GIPPSLAND
274,3556,EAGLEHAWK,22620,GREATER BENDIGO
275,3165,EAST BENTLEIGH,22310,GLEN EIRA
276,3219,EAST GEELONG,22750,GREATER GEELONG
277,3072,EAST PRESTON,21890,DAREBIN
278,3875,EASTWOOD,22110,EAST GIPPSLAND
279,3564,ECHUCA,21370,CAMPASPE
280,3318,EDENHOPE,26890,WEST WIMMERA
281,3678,EDI UPPER,26700,WANGARATTA
282,3196,EDITHVALE,23430,KINGSTON
283,3713,EILDON,25620,MURRINDINDI
284,3250,ELIMINYT,21750,COLAC OTWAY
285,3249,ELLIMINYT,21750,COLAC OTWAY
286,3821,ELLINBANK,20830,BAW BAW
287,3469,ELMHURST,20260,ARARAT
288,3558,ELMORE,22620,GREATER BENDIGO
289,3448,ELPHINSTONE,25430,MOUNT ALEXANDER
290,3185,ELSTERNWICK,22310,GLEN EIRA
291,3095,ELTHAM,25710,NILLUMBIK
292,3095,ELTHAM NORTH,25710,NILLUMBIK
293,3184,ELWOOD,25900,PORT PHILLIP
294,3782,EMERALD,21450,CARDINIA
295,3802,ENDEAVOUR HILLS,21610,CASEY
296,3076,EPPING,27070,WHITTLESEA
297,3076,EPPING NORTH,27070,WHITTLESEA
298,3551,EPSOM,22620,GREATER BENDIGO
299,3701,ESKDALE,26670,TOWONG
300,3040,ESSENDON,25060,MOONEE VALLEY
301,3041,ESSENDON NORTH,25060,MOONEE VALLEY
302,3666,EUROA,26430,STRATHBOGIE
303,3678,EVERTON,26700,WANGARATTA
304,3338,EXFORD,24650,MELTON
305,3078,FAIRFIELD,21890,DAREBIN
306,3699,FALLS CREEK,29399,UNINCORPORATED VIC
307,3060,FAWKNER,25250,MORELAND
308,3060,FAWKNER NORTH,25250,MORELAND
309,3156,FERNTREE GULLY,23670,KNOX
310,3786,FERNY CREEK,27450,YARRA RANGES
311,3959,FISH CREEK,26170,SOUTH GIPPSLAND
312,3065,FITZROY,27350,YARRA
313,3068,FITZROY NORTH,27350,YARRA
314,3031,FLEMINGTON,25060,MOONEE VALLEY
315,3717,FLOWERDALE,25620,MURRINDINDI
316,3011,FOOTSCRAY,24330,MARIBYRNONG
317,3131,FOREST HILL,26980,WHITEHORSE
318,3236,FORREST,21750,COLAC OTWAY
319,3960,FOSTER,26170,SOUTH GIPPSLAND
320,3199,FRANKSTON,22170,FRANKSTON
321,3199,FRANKSTON EAST,22170,FRANKSTON
322,3200,FRANKSTON NORTH,22170,FRANKSTON
323,3199,FRANKSTON SOUTH,22170,FRANKSTON
324,3336,FRASER RISE,24650,MELTON
325,3921,FRENCH ISLAND,29399,UNINCORPORATED VIC
326,3216,FRESHWATER CREEK,26490,SURF COAST
327,3814,GARFIELD,21450,CARDINIA
328,3220,GEELONG,22750,GREATER GEELONG
329,3219,GEELONG EAST,22750,GREATER GEELONG
330,3218,GEELONG WEST,22750,GREATER GEELONG
331,3783,GEMBROOK,21450,CARDINIA
332,3624,GIRGARRE,21370,CAMPASPE
333,3437,GISBORNE,24130,MACEDON RANGES
334,3043,GLADSTONE PARK,23270,HUME
335,3797,GLADYSDALE,27450,YARRA RANGES
336,3163,GLEN HUNTLY,22310,GLEN EIRA
337,3146,GLEN IRIS,21110,BOROONDARA
338,3352,GLEN PARK,25150,MOORABOOL
339,3150,GLEN WAVERLEY,24970,MONASH
340,3854,GLENGARRY,23810,LATROBE
341,3675,GLENROWAN,26700,WANGARATTA
342,3046,GLENROY,25250,MORELAND
343,3555,GOLDEN SQUARE,22620,GREATER BENDIGO
344,3888,GOONGERAH,22110,EAST GIPPSLAND
345,3557,GOORNONG,22620,GREATER BENDIGO
346,3345,GORDON,25150,MOORABOOL
347,3873,GORMANDALE,26810,WELLINGTON
348,3412,GOROKE,26890,WEST WIMMERA
349,3631,GRAHAMVALE,22830,GREATER SHEPPARTON
350,3281,GRASMERE,25490,MOYNE
351,3374,GREAT WESTERN,25810,NORTHERN GRAMPIANS
352,3088,GREENSBOROUGH,20660,BANYULE
353,3088,GREENSBOROUGH NORTH,25710,NILLUMBIK
354,3059,GREENVALE,23270,HUME
355,3059,GREENVALE LAKES,23270,HUME
356,3675,GRETA SOUTH,26700,WANGARATTA
357,3216,GROVEDALE,22750,GREATER GEELONG
358,3770,GRUYERE,27450,YARRA RANGES
359,3566,GUNBOWER,21370,CAMPASPE
360,3351,HADDON,22490,GOLDEN PLAINS
361,3046,HADFIELD,25250,MORELAND
362,3803,HALLAM,21610,CASEY
363,3381,HALLS GAP,25810,NORTHERN GRAMPIANS
364,3300,HAMILTON,26260,SOUTHERN GRAMPIANS
365,3218,HAMLYN HEIGHTS,22750,GREATER GEELONG
366,3188,HAMPTON,20910,BAYSIDE
367,3188,HAMPTON EAST,20910,BAYSIDE
368,3976,HAMPTON PARK,21610,CASEY
369,3453,HARCOURT,25430,MOUNT ALEXANDER
370,3806,HARKAWAY,21610,CASEY
371,3741,HARRIETVILLE,20110,ALPINE
372,3915,HASTINGS,25340,MORNINGTON PENINSULA
373,3287,HAWKESDALE,25490,MOYNE
374,3122,HAWTHORN,21110,BOROONDARA
375,3123,HAWTHORN EAST,21110,BOROONDARA
376,3840,HAZELWOOD NORTH,23810,LATROBE
377,3777,HEALESVILLE,27450,YARRA RANGES
378,3523,HEATHCOTE,22620,GREATER BENDIGO
379,3135,HEATHMONT,24410,MAROONDAH
380,3084,HEIDELBERG,20660,BANYULE
381,3081,HEIDELBERG WEST,20660,BANYULE
382,3461,HEPBURN,22910,HEPBURN
383,3218,HERNE HILL,22750,GREATER GEELONG
384,3442,HESKET,24130,MACEDON RANGES
385,3858,HEYFIELD,26810,WELLINGTON
386,3304,HEYWOOD,22410,GLENELG
387,3190,HIGHETT,20910,BAYSIDE
388,3216,HIGHTON,22750,GREATER GEELONG
389,3037,HILLSIDE,24650,MELTON
390,3139,HODDLES CREEK,27450,YARRA RANGES
391,3396,HOPETOUN,27630,YARRIAMBIACK
392,3029,HOPPERS CROSSING,27260,WYNDHAM
393,3029,HOPPERS CROSSING NORTH,27260,WYNDHAM
394,3400,HORSHAM,23190,HORSHAM
395,3166,HUGHESDALE,24970,MONASH
396,3551,HUNTLY,22620,GREATER BENDIGO
397,3099,HURSTBRIDGE,25710,NILLUMBIK
398,3688,INDIGO VALLEY,23350,INDIGO
399,3517,INGLEWOOD,23940,LODDON
400,3636,INVERGORDON,24900,MOIRA
401,3321,INVERLEIGH,22490,GOLDEN PLAINS
402,3996,INVERLOCH,20740,BASS COAST
403,3352,INVERMAY,20570,BALLARAT
404,3498,IRYMPLE,24780,MILDURA
405,3079,IVANHOE,20660,BANYULE
406,3079,IVANHOE EAST,20660,BANYULE
407,3079,IVANHOE WEST,20660,BANYULE
408,3047,JACANA,23270,HUME
409,3723,JAMIESON,24250,MANSFIELD
410,3423,JEPARIT,22980,HINDMARSH
411,3818,JINDIVICK,20830,BAW BAW
412,3791,KALLISTA,27450,YARRA RANGES
413,3555,KANGAROO FLAT,22620,GREATER BENDIGO
414,3097,KANGAROO GROUND,25710,NILLUMBIK
415,3419,KANIVA,26890,WEST WIMMERA
416,3649,KATAMATITE,24900,MOIRA
417,3634,KATANDRA WEST,22830,GREATER SHEPPARTON
418,3640,KATUNGA,24900,MOIRA
419,3021,KEALBA,21180,BRIMBANK
420,3036,KEILOR,21180,BRIMBANK
421,3038,KEILOR DOWNS,21180,BRIMBANK
422,3033,KEILOR EAST,25060,MOONEE VALLEY
423,3036,KEILOR NORTH,21180,BRIMBANK
424,3550,KENNINGTON,22620,GREATER BENDIGO
425,3031,KENSINGTON,25060,MOONEE VALLEY
426,3579,KERANG,22250,GANNAWARRA
427,3101,KEW,21110,BOROONDARA
428,3102,KEW EAST,21110,BOROONDARA
429,3173,KEYSBOROUGH,22670,GREATER DANDENONG
430,3631,KIALLA,22830,GREATER SHEPPARTON
431,3631,KIALLA WEST,22830,GREATER SHEPPARTON
432,3764,KILMORE,24850,MITCHELL
433,3137,KILSYTH,27450,YARRA RANGES
434,3763,KINGLAKE,25620,MURRINDINDI
435,3757,KINGLAKE CENTRAL,25620,MURRINDINDI
436,3757,KINGLAKE WEST,25620,MURRINDINDI
437,3021,KINGS PARK,21180,BRIMBANK
438,3083,KINGSBURY,21890,DAREBIN
439,3012,KINGSVILLE,24330,MARIBYRNONG
440,3180,KNOXFIELD,23670,KNOX
441,3951,KONGWAK,26170,SOUTH GIPPSLAND
442,3981,KOO WEE RUP,21450,CARDINIA
443,3580,KOONDROOK,22250,GANNAWARRA
444,3954,KOONWARRA,26170,SOUTH GIPPSLAND
445,3501,KOORLONG,24780,MILDURA
446,3282,KOROIT,25490,MOYNE
447,3950,KORUMBURRA,26170,SOUTH GIPPSLAND
448,3620,KYABRAM,21370,CAMPASPE
449,3444,KYNETON,24130,MACEDON RANGES
450,3816,LABERTOUCHE,20830,BAW BAW
451,3401,LAHARUM,23190,HORSHAM
452,3584,LAKE BOGA,26610,SWAN HILL
453,3351,LAKE BOLAC,20260,ARARAT
454,3581,LAKE CHARM,22250,GANNAWARRA
455,3355,LAKE GARDENS,20570,BALLARAT
456,3909,LAKE TYERS BEACH,22110,EAST GIPPSLAND
457,3350,LAKE WENDOUREE,20570,BALLARAT
458,3909,LAKES ENTRANCE,22110,EAST GIPPSLAND
459,3352,LAL LAL,25150,MOORABOOL
460,3075,LALOR,27070,WHITTLESEA
461,3075,LALOR WEST,27070,WHITTLESEA
462,3620,LANCASTER,21370,CAMPASPE
463,3435,LANCEFIELD,24130,MACEDON RANGES
464,3384,LANDSBOROUGH,25990,PYRENEES
465,3984,LANG LANG,21450,CARDINIA
466,3444,LANGLEY,25430,MOUNT ALEXANDER
467,3910,LANGWARRIN,22170,FRANKSTON
468,3911,LANGWARRIN SOUTH,22170,FRANKSTON
469,3212,LARA,22750,GREATER GEELONG
470,3212,LARA LAKE,22750,GREATER GEELONG
471,3821,LARDNER,20830,BAW BAW
472,3139,LAUNCHING PLACE,27450,YARRA RANGES
473,3238,LAVERS HILL,21750,COLAC OTWAY
474,3028,LAVERTON,23110,HOBSONS BAY
475,3567,LEITCHVILLE,22250,GANNAWARRA
476,3631,LEMNOS,22830,GREATER SHEPPARTON
477,3691,LENEVA,27170,WODONGA
478,3953,LEONGATHA,26170,SOUTH GIPPSLAND
479,3224,LEOPOLD,22750,GREATER GEELONG
480,3332,LETHBRIDGE,22490,GOLDEN PLAINS
481,3140,LILYDALE,27450,YARRA RANGES
482,3865,LINDENOW,22110,EAST GIPPSLAND
483,3875,LINDENOW SOUTH,22110,EAST GIPPSLAND
484,3360,LINTON,22490,GOLDEN PLAINS
485,3324,LISMORE,21830,CORANGAMITE
486,3211,LITTLE RIVER,27260,WYNDHAM
487,3945,LOCH,26170,SOUTH GIPPSLAND
488,3851,LOCH SPORT,26810,WELLINGTON
489,3563,LOCKINGTON,21370,CAMPASPE
490,3551,LOCKWOOD,22620,GREATER BENDIGO
491,3551,LOCKWOOD SOUTH,22620,GREATER BENDIGO
492,3678,LONDRIGAN,26700,WANGARATTA
493,3851,LONGFORD,26810,WELLINGTON
494,3816,LONGWARRY,20830,BAW BAW
495,3665,LONGWOOD,26430,STRATHBOGIE
496,3232,LORNE,26490,SURF COAST
497,3221,LOVELY BANKS,22750,GREATER GEELONG
498,3093,LOWER PLENTY,20660,BANYULE
499,3107,LOWER TEMPLESTOWE,24210,MANNINGHAM
500,3350,LUCAS,20570,BALLARAT
501,3975,LYNBROOK,21610,CASEY
502,3975,LYNDHURST,21610,CASEY
503,3156,LYSTERFIELD,23670,KNOX
504,3286,MACARTHUR,25490,MOYNE
505,3782,MACCLESFIELD,27450,YARRA RANGES
506,3440,MACEDON,24130,MACEDON RANGES
507,3085,MACLEOD,20660,BANYULE
508,3085,MACLEOD WEST,21890,DAREBIN
509,3860,MAFFRA,26810,WELLINGTON
510,3352,MAGPIE,20570,BALLARAT
511,3551,MAIDEN GULLY,22620,GREATER BENDIGO
512,3463,MALDON,25430,MOUNT ALEXANDER
513,3892,MALLACOOTA,22110,EAST GIPPSLAND
514,3446,MALMSBURY,24130,MACEDON RANGES
515,3144,MALVERN,26350,STONNINGTON
516,3145,MALVERN EAST,26350,STONNINGTON
517,3546,MANANGATANG,26610,SWAN HILL
518,3218,MANIFOLD HEIGHTS,22750,GREATER GEELONG
519,3024,MANOR LAKES,27260,WYNDHAM
520,3722,MANSFIELD,24250,MANSFIELD
521,3032,MARIBYRNONG,24330,MARIBYRNONG
522,3888,MARLO,22110,EAST GIPPSLAND
523,3387,MARNOO,25810,NORTHERN GRAMPIANS
524,3515,MARONG,22620,GREATER BENDIGO
525,3377,MAROONA,20260,ARARAT
526,3465,MARYBOROUGH,21670,CENTRAL GOLDFIELDS
527,3779,MARYSVILLE,25620,MURRINDINDI
528,3204,MCKINNON,22310,GLEN EIRA
529,3048,MEADOW HEIGHTS,23270,HUME
530,3956,MEENIYAN,26170,SOUTH GIPPSLAND
531,3004,MELBOURNE,24600,MELBOURNE
532,3051,MELBOURNE NORTH,24600,MELBOURNE
533,3337,MELTON,24650,MELTON
534,3338,MELTON SOUTH,24650,MELTON
535,3337,MELTON WEST,24650,MELTON
536,3194,MENTONE,23430,KINGSTON
537,3159,MENZIES CREEK,27450,YARRA RANGES
538,3505,MERBEIN,24780,MILDURA
539,3333,MEREDITH,22490,GOLDEN PLAINS
540,3310,MERINO,22410,GLENELG
541,3754,MERNDA,27070,WHITTLESEA
542,3618,MERRIGUM,22830,GREATER SHEPPARTON
543,3723,MERRIJIG,24250,MANSFIELD
544,3904,METUNG,22110,EAST GIPPSLAND
545,3064,MICKLEHAM,23270,HUME
546,3206,MIDDLE PARK,25900,PORT PHILLIP
547,3678,MILAWA,26700,WANGARATTA
548,3500,MILDURA,24780,MILDURA
549,3501,MILDURA SOUTH,24780,MILDURA
550,3082,MILL PARK,27070,WHITTLESEA
551,3799,MILLGROVE,27450,YARRA RANGES
552,3352,MINERS REST,20570,BALLARAT
553,3392,MINYIP,27630,YARRIAMBIACK
554,3871,MIRBOO NORTH,26170,SOUTH GIPPSLAND
555,3132,MITCHAM,26980,WHITEHORSE
